index,appid,name,numPlayer,totalTime,price,avgTime(h)PerP,avgCostPerHourPerPerson
9201,619490,Fear of Clowns,9,77,1.99,0.142592593,13.95584416
10646,349100,Notrium,5,42,1.99,0.14,14.21428571
7925,37500,Magnetis,15,124,1.99,0.137777778,14.44354839
10494,549322,Con Man: Behind the Lines,5,41,1.99,0.136666667,14.56097561
9246,610750,Games&Girls,9,72,1.99,0.133333333,14.925
13645,672020,Hold My Beer,1,8,1.99,0.133333333,14.925
15643,689070,Asyula ????,1,8,1.99,0.133333333,14.925
8861,33550,Time of Shadows,10,78,1.99,0.13,15.30769231
7642,686190,Killing Time,16,122,1.99,0.127083333,15.65901639
10472,549327,Con Man: Voiced Over,5,38,1.99,0.126666667,15.71052632
10654,549326,Con Man: Doll Faced,5,37,1.99,0.123333333,16.13513514
13011,516450,Glory by Example,2,14,1.99,0.116666667,17.05714286
14180,382640,Cinema Six,1,7,1.99,0.116666667,17.05714286
14646,280380,Uprising44: The Silent Shadows,1,7,1.99,0.116666667,17.05714286
11965,434920,Last Heroes 2,3,20,1.99,0.111111111,17.91
13071,505660,The Crystal Nebula,2,13,1.99,0.108333333,18.36923077
12263,382270,Space Xonix,3,19,1.99,0.105555556,18.85263158
10811,643890,flChess,5,31,1.99,0.103333333,19.25806452
7984,373880,Fleeting Ages,14,86,1.99,0.102380952,19.4372093
12946,653950,Your Smile Beyond Twilight,2,12,1.99,0.1,19.9
14189,666250,Equalizer,1,6,1.99,0.1,19.9
14799,597040,Dumbass Drivers!,1,6,1.99,0.1,19.9
14990,516550,Relativity,1,6,1.99,0.1,19.9
15255,416850,Astral Gun,1,6,1.99,0.1,19.9
8611,498570,Extreme Forklifting 2,11,63,1.99,0.095454545,20.84761905
8011,385220,Pulut Adventure,14,78,1.99,0.092857143,21.43076923
13426,542280,Happy Maze,2,11,1.99,0.091666667,21.70909091
13539,417900,"Upwards, Lonely Robot",2,11,1.99,0.091666667,21.70909091
10724,549328,Con Man: Sinking Feelings,5,26,1.99,0.086666667,22.96153846
8752,351420,Veteran Combat,11,56,1.99,0.084848485,23.45357143
9396,540100,Imprisoned Light,8,39,1.99,0.08125,24.49230769
11264,510910,Temple of the Apsara,4,18,1.99,0.075,26.53333333
7617,345700,Echo Tokyo: An Intro,17,74,1.99,0.07254902,27.42972973
7411,378850,Galagan's Island: Reprymian Rising,18,75,1.99,0.069444444,28.656
13889,564980,Killer Klownz,1,4,1.99,0.066666667,29.85
6006,340120,Crazy Chicken,31,121,1.99,0.065053763,30.59008264
8668,431330,Dungeons Are Random,11,42,1.99,0.063636364,31.27142857
13064,684720,Battlegun,2,7,1.99,0.058333333,34.11428571
13270,496080,"Space, VR!",2,7,1.99,0.058333333,34.11428571
9999,371270,The Quiet Girl's Guide to Violence,7,24,1.99,0.057142857,34.825
7573,391120,The Archetype,17,57,1.99,0.055882353,35.61052632
12356,490990,Aiball,3,10,1.99,0.055555556,35.82
9745,510250,Super Destronaut,7,22,1.99,0.052380952,37.99090909
13544,600580,Dark Mechanism,2,6,1.99,0.05,39.8
14779,367990,3D Paraglider,1,3,1.99,0.05,39.8
10125,681170,SUDOKU.,6,16,1.99,0.044444444,44.775
11030,553350,Space Ghost Pirate Zombie Slayer,4,10,1.99,0.041666667,47.76
13199,648810,Vehicle VR,2,5,1.99,0.041666667,47.76
11579,674060,Out for blood,4,9,1.99,0.0375,53.06666667
5146,473800,Bullet Life 2010,47,99,1.99,0.035106383,56.68484848
8248,378490,Sunny Hillride,13,26,1.99,0.033333333,59.7
10707,359410,Motivational Growth,5,10,1.99,0.033333333,59.7
13235,364370,The Sheltered,2,4,1.99,0.033333333,59.7
13885,537750,Dungeon of Doom Puzzle,1,2,1.99,0.033333333,59.7
14340,475050,bloxyz,1,2,1.99,0.033333333,59.7
15206,497670,Line / Dash,1,2,1.99,0.033333333,59.7
15536,418380,The Color Out of Space,1,2,1.99,0.033333333,59.7
8697,386090,Nandeyanen!? - The 1st Sûtra,11,21,1.99,0.031818182,62.54285714
7996,391180,Ladra,14,24,1.99,0.028571429,69.65
13020,459940,Deer Man,2,3,1.99,0.025,79.6
11552,608270,Re:ZERO -Starting Life in Another World-: The End of the Beginning and the Beginning of the End,4,5,1.99,0.020833333,95.52
9683,409630,Rumble,7,8,1.99,0.019047619,104.475
6588,341540,TRIP Steam Edition,25,27,1.99,0.018,110.5555556
2944,438020,AI: Rampage,136,137,1.99,0.016789216,118.5284672
13054,470760,Antiflux,2,2,1.99,0.016666667,119.4
13877,575400,Try Hard Parking,1,1,1.99,0.016666667,119.4
14179,382650,The Man From Orlando,1,1,1.99,0.016666667,119.4
15040,440160,Please Hold,1,1,1.99,0.016666667,119.4
9447,387960,Paintball eXtreme,8,6,1.99,0.0125,159.2
8097,388550,Galactic Missile Defense,14,9,1.99,0.010714286,185.7333333
3621,513590,So Many Cubes,98,59,1.99,0.010034014,198.3254237
12484,546070,Flower Design,2,1,1.99,0.008333333,238.8
13104,387680,Enemy Empire,2,1,1.99,0.008333333,238.8
6633,645340,Relax Walk VR,24,10,1.99,0.006944444,286.56
12265,371240,Gaming In Color,3,1,1.99,0.005555556,358.2
3165,399100,Spheroid,121,37,1.99,0.005096419,390.4702703
5271,42930,Elven Legacy: Magic,44,13,1.99,0.004924242,404.1230769
5249,42950,Elven Legacy: Ranger,45,11,1.99,0.004074074,488.4545455
10312,597240,johns.game,6,1,1.99,0.002777778,716.4
8016,429120,Zamarian,14,2,1.99,0.002380952,835.8
2979,448630,Rabiez: Epidemic,134,16,1.99,0.00199005,999.975
9184,412000,Microcosmum: survival of cells - Random levels,9,1,1.99,0.001851852,1074.6
4426,531890,Guardian's Oath,68,6,1.99,0.001470588,1353.2
5339,42940,Elven Legacy: Siege,43,3,1.99,0.001162791,1711.4
3730,570380,Death penalty: Beginning ,93,1,1.99,0.000179211,11104.2
4917,215374,Omerta - The Japanese Incentive,53,0,1.99,0,inf
5157,666260,Formless Adventure,47,0,1.99,0,inf
7059,649880,Disco Time 80s VR,21,0,1.99,0,inf
7090,567020,TILE,20,0,1.99,0,inf
7601,678240,Destroyer: Invasion,17,0,1.99,0,inf
7808,536750,BoomTown! Deluxe,15,0,1.99,0,inf
8450,655470,A Goo Adventure,12,0,1.99,0,inf
8741,445750,Settled,11,0,1.99,0,inf
8838,514930,Super Hop 'N' Bop ULTRA,10,0,1.99,0,inf
8944,364100,Space Robot Samurai Zombie Slayer,10,0,1.99,0,inf
9776,418580,Albert and Otto - Original Soundtrack,7,0,1.99,0,inf
9915,661240,Visitors: Marine Invasion,7,0,1.99,0,inf
10024,499330,Lord Mayor,6,0,1.99,0,inf
10190,551570,Sarab: Duji Tower,6,0,1.99,0,inf
10248,654870,Draw_Love,6,0,1.99,0,inf
10863,365150,Go Home - Rage incoming,5,0,1.99,0,inf
11126,408170,Networm,4,0,1.99,0,inf
11187,658430,Professor Watts Word Search: Into The Ocean,4,0,1.99,0,inf
11270,467780,simian.interface++,4,0,1.99,0,inf
11314,597210,Bayou Island - Point and Click Adventure,4,0,1.99,0,inf
11476,671940,The Brave Mouse,4,0,1.99,0,inf
11483,634700,PLUTONIUM,4,0,1.99,0,inf
11510,537050,Bric,4,0,1.99,0,inf
11814,357400,Mars,3,0,1.99,0,inf
11843,326420,Sam Glyph: Private Eye!,3,0,1.99,0,inf
11887,508610,PROJECT XINATRA,3,0,1.99,0,inf
11914,475080,Cavernus,3,0,1.99,0,inf
11973,457690,Hotel Blind,3,0,1.99,0,inf
12131,382620,Good Game,3,0,1.99,0,inf
12139,592130,NakedMan VS The Clothes,3,0,1.99,0,inf
12150,548720,Through the Mirror,3,0,1.99,0,inf
12187,552800,Swingin Swiggins,3,0,1.99,0,inf
12258,681070,The Slug,3,0,1.99,0,inf
12277,372770,Floors of Discomfort,3,0,1.99,0,inf
12448,387610,THE BASEMENT,2,0,1.99,0,inf
12465,546830,Police: Destruction Street,2,0,1.99,0,inf
12501,645780,Robot Pirates,2,0,1.99,0,inf
12523,588630,Draw Rider 2,2,0,1.99,0,inf
12632,381000,6 Nights,2,0,1.99,0,inf
12781,661570,ROAD OF DANGER,2,0,1.99,0,inf
12787,327960,Journey of the King,2,0,1.99,0,inf
12858,341700,Cahors Sunset,2,0,1.99,0,inf
12876,469550,Bambino Rally 3,2,0,1.99,0,inf
12921,528730,Crypt of the Serpent King,2,0,1.99,0,inf
12985,458230,Infinite Shooter,2,0,1.99,0,inf
13015,526390,Inevitable Path,2,0,1.99,0,inf
13018,509230,Erusal,2,0,1.99,0,inf
13025,574940,Downward Spiral: Prologue,2,0,1.99,0,inf
13117,616240,Premium Pool Arena,2,0,1.99,0,inf
13231,697750,Combat Raccoon,2,0,1.99,0,inf
13348,670430,Colorless Life,2,0,1.99,0,inf
13349,581810,1166,2,0,1.99,0,inf
13390,582230,Dungeon Rushers - Dark Warriors Skins Pack,2,0,1.99,0,inf
13411,661590,Deadly Sky,2,0,1.99,0,inf
13443,592040,Energia,2,0,1.99,0,inf
13603,425070,Asteroids Minesweeper,1,0,1.99,0,inf
13609,500120,"Gazzel Quest, The Five Magic Stones",1,0,1.99,0,inf
13655,557960,Beach Bowling Dream VR,1,0,1.99,0,inf
13701,437750,Game Changers,1,0,1.99,0,inf
13782,382780,Steve Chong Finds Out That Suicide is a Bad Idea,1,0,1.99,0,inf
13804,371620,SBX: Invasion,1,0,1.99,0,inf
13826,387560,Forever's End,1,0,1.99,0,inf
13902,681170,SUDOKU,1,0,1.99,0,inf
13928,602780,?????????? - ????OST?,1,0,1.99,0,inf
13950,429270,Didgery,1,0,1.99,0,inf
13980,655710,tick-hunter,1,0,1.99,0,inf
14016,323240,The World II: Hunting BOSS,1,0,1.99,0,inf
14032,583030,Eraser & Builder,1,0,1.99,0,inf
14058,430280,Nature Defenders,1,0,1.99,0,inf
14065,457660,Andromedum,1,0,1.99,0,inf
14092,683530,FreeFly Burning,1,0,1.99,0,inf
14098,669970,Hard Reset,1,0,1.99,0,inf
14152,655950,Exocomets,1,0,1.99,0,inf
14289,652910,Delay,1,0,1.99,0,inf
14354,586320,U.F.O - Unfortunately Fortunate Organisms,1,0,1.99,0,inf
14440,679530,Professor Watts: Memory Match,1,0,1.99,0,inf
14444,419240,Summer Breeze,1,0,1.99,0,inf
14483,568500,Atomic Reconstruction,1,0,1.99,0,inf
14498,312020,Bounders and Cads,1,0,1.99,0,inf
14502,382750,A Line in the Sand,1,0,1.99,0,inf
14503,496610,Push The Crate,1,0,1.99,0,inf
14504,491390,Alchemist Penguin,1,0,1.99,0,inf
14512,394920,Future Farmer,1,0,1.99,0,inf
14515,387620,The Bloc,1,0,1.99,0,inf
14516,387490,"Home, James",1,0,1.99,0,inf
14536,342540,Terminal Hacker - Into the Deep,1,0,1.99,0,inf
14562,622530,Stoire,1,0,1.99,0,inf
14565,547880,Alien Invasion Tower Defense,1,0,1.99,0,inf
14657,601760,VR Audio Visualizer,1,0,1.99,0,inf
14693,526228,The Adventures of Super Mario Bros. 3: Crimes R Us / Life's Ruff,1,0,1.99,0,inf
14807,382660,In The Shadow,1,0,1.99,0,inf
14812,683160,The Exorcist,1,0,1.99,0,inf
14826,385460,ATV GP,1,0,1.99,0,inf
14869,676590,Golden Fever,1,0,1.99,0,inf
14876,672360,ISEE,1,0,1.99,0,inf
14930,558921,"Kings of Con: Whippany, NJ 2 ~ Still Whipping",1,0,1.99,0,inf
14941,639920,Escape The Gray,1,0,1.99,0,inf
14973,659560,VITATIO,1,0,1.99,0,inf
15079,206230,Clan of Champions,1,0,1.99,0,inf
15139,645310,The Heart of the Earth,1,0,1.99,0,inf
15237,591080,Undead Hunter,1,0,1.99,0,inf
15261,522050,Torsion,1,0,1.99,0,inf
15304,440140,Magnetic,1,0,1.99,0,inf
15337,461030,A Long Way Home,1,0,1.99,0,inf
15481,647280,Pixel Shooter,1,0,1.99,0,inf
15517,667310,Animal Herding,1,0,1.99,0,inf
15576,517930,The Castles of Dr. Creep,1,0,1.99,0,inf
15582,363200,Virus Jigglin' Fever,1,0,1.99,0,inf
15589,413220,The Cain Complex,1,0,1.99,0,inf
15620,558920,"Kings of Con: Whippany, NJ",1,0,1.99,0,inf
15672,688690,Yoba,1,0,1.99,0,inf
15675,654970,Numberline 2,1,0,1.99,0,inf
15686,652560,Beached,1,0,1.99,0,inf
15725,492830,Throne Rushers,1,0,1.99,0,inf
15748,461280,Missileman Origins,1,0,1.99,0,inf
15788,443850,Tross,1,0,1.99,0,inf
15815,599990,SecondSpeed,1,0,1.99,0,inf
7998,497700,Safety First!,14,354,2,0.421428571,4.745762712
15707,612140,Weebish Mines,1,0,2.09,0,inf
926,6840,Commandos 3: Destination Berlin,556,19473,2.24,0.583723022,3.83743645
7591,390870,Circuit Breakers,17,8,2.37,0.007843137,302.175
14027,516940,MineSweeper VR,1,3,2.39,0.05,47.8
11923,702210,Princess Serena ~Raid of Demon Legion~,3,0,2.39,0,inf
1684,39660,The Guild II - Pirates of the European Seas,286,17016,2.49,0.991608392,2.511071932
2812,4530,Full Spectrum Warrior: Ten Hammers,147,3448,2.49,0.390929705,6.369431555
15243,569340,Thing-in-Itself,1,20,2.49,0.333333333,7.47
5997,284970,Project Root,31,573,2.49,0.308064516,8.082722513
2772,4520,Full Spectrum Warrior,151,1513,2.49,0.166997792,14.91037673
3721,234370,Shattered Haven,94,905,2.49,0.160460993,15.51779006
10807,439900,Waste Walkers Deliverance,5,0,2.49,0,inf
14350,690580,Evil Spirits,1,0,2.54,0,inf
12379,488360,Vistascapes VR,3,17,2.89,0.094444444,30.6
3479,295930,Swipecart,104,6215,2.99,0.99599359,3.002027353
14021,413700,Run Turn Die,1,59,2.99,0.983333333,3.040677966
11930,503960,Will of the Gods,3,176,2.99,0.977777778,3.057954545
10951,450060,Insane Decay of Mind: The Labyrinth,5,291,2.99,0.97,3.082474227
14658,624430,AI Rebellion,1,57,2.99,0.95,3.147368421
6923,546930,Machine Hunt,22,1252,2.99,0.948484848,3.152396166
3913,242800,Day One: Garry's Incident,86,4867,2.99,0.943217054,3.170002055
11113,450040,Stealth Labyrinth,4,226,2.99,0.941666667,3.175221239
4678,260000,YOU DON'T KNOW JACK MOVIES,60,3382,2.99,0.939444444,3.182732111
9342,542700,Power Overwhelming Prologue,8,439,2.99,0.914583333,3.269248292
4886,343820,Deja Vu: MacVenture Series,54,2942,2.99,0.908024691,3.292861999
6945,355760,Drizzlepath,22,1191,2.99,0.902272727,3.313853904
11566,443830,The Daring Mermaid Expedition,4,209,2.99,0.870833333,3.433492823
14683,583832,Ghost In The Shell: Stand Alone Complex: Not Equal,1,52,2.99,0.866666667,3.45
11994,611780,Across The Moment,3,154,2.99,0.855555556,3.494805195
3453,324570,Halo: Spartan Strike,105,5337,2.99,0.847142857,3.529510961
12264,531740,Rubek,3,151,2.99,0.838888889,3.564238411
8895,420840,BLARP!,10,497,2.99,0.828333333,3.609657948
11886,326380,Mystery of Neuschwanstein,3,147,2.99,0.816666667,3.66122449
8419,300400,Unpossible,12,566,2.99,0.786111111,3.803533569
14101,575420,Chocolate,1,47,2.99,0.783333333,3.817021277
15570,575850,Hartacon Tactics,1,47,2.99,0.783333333,3.817021277
9803,522040,Princess Remedy In A Heap of Trouble,7,328,2.99,0.780952381,3.828658537
2941,406150,Refunct,136,6356,2.99,0.778921569,3.838640654
10455,289220,BorderZone,5,232,2.99,0.773333333,3.86637931
1720,16730,Legendary,278,12858,2.99,0.770863309,3.878768082
1858,42500,DogFighter,251,11581,2.99,0.768990704,3.888213453
9077,337210,Royal Bounty HD,9,415,2.99,0.768518519,3.89060241
14679,584001,Ghost In The Shell: Stand Alone Complex: Night Cruise,1,45,2.99,0.75,3.986666667
7399,357380,Angry Video Game Nerd: The Movie,18,800,2.99,0.740740741,4.0365
11002,520270,Thrills & Chills - Roller Coasters,5,222,2.99,0.74,4.040540541
6704,274880,Jet Car Stunts,24,1054,2.99,0.731944444,4.085009488
14678,584002,Ghost In The Shell: Stand Alone Complex: Cash Eye,1,43,2.99,0.716666667,4.172093023
1524,9070,DOOM 3: Resurrection of Evil,326,13953,2.99,0.713343558,4.191528704
14774,622890,Omnom Necropolis,1,42,2.99,0.7,4.271428571
15195,626160,Awesome Machine,1,42,2.99,0.7,4.271428571
13806,583837,Ghost In The Shell: Stand Alone Complex: Lost Heritage,1,41,2.99,0.683333333,4.375609756
11770,468060,Padak,3,122,2.99,0.677777778,4.41147541
9843,499340,Turner,7,279,2.99,0.664285714,4.501075269
9500,289460,RC Cars,8,301,2.99,0.627083333,4.768106312
5516,338760,Death Ray Manta,39,1433,2.99,0.612393162,4.882484299
7756,429830,Unseen Diplomacy,16,586,2.99,0.610416667,4.898293515
7830,342350,Into The Gloom,15,543,2.99,0.603333333,4.955801105
10025,443460,Star Sky 2 - ??????2,6,217,2.99,0.602777778,4.960368664
12461,596560,MARS VR(????VR),2,70,2.99,0.583333333,5.125714286
4597,252730,YOU DON'T KNOW JACK Vol. 1 XL,63,2185,2.99,0.578042328,5.172631579
6968,46200,A.I.M. Racing,21,723,2.99,0.573809524,5.210788382
15344,572180,Zap Zone,1,34,2.99,0.566666667,5.276470588
12424,367050,Vindicator: Uprising,3,100,2.99,0.555555556,5.382
4544,423900,Dinocide,64,2131,2.99,0.554947917,5.387893008
14308,538410,Chicken Chase,1,33,2.99,0.55,5.436363636
14948,583823,Ghost In The Shell: Stand Alone Complex: Intercepter,1,33,2.99,0.55,5.436363636
12253,41400,Doom Rails,3,98,2.99,0.544444444,5.491836735
13216,420520,Lost Technology,2,65,2.99,0.541666667,5.52
1619,215670,Home,301,9763,2.99,0.540586932,5.5310253
4343,386510,Pyramid Raid,70,2257,2.99,0.537380952,5.564023039
3424,98500,Naval Warfare,106,3393,2.99,0.533490566,5.604597701
2362,311860,Data Hacker: Initiation,188,6009,2.99,0.532712766,5.612780829
13227,360600,99 Waves to Die,2,62,2.99,0.516666667,5.787096774
15837,584000,Ghost In The Shell: Stand Alone Complex: Reembody,1,31,2.99,0.516666667,5.787096774
15843,613200,Dead Days,1,31,2.99,0.516666667,5.787096774
15909,583836,Ghost In The Shell: Stand Alone Complex: Angel's Share,1,31,2.99,0.516666667,5.787096774
4596,207370,eXceed - Gun Bullet Children,63,1945,2.99,0.514550265,5.810899743
15156,583834,Ghost In The Shell: Stand Alone Complex: Machine Desirants,1,30,2.99,0.5,5.98
908,107300,Breath of Death VII ,566,16609,2.99,0.489075383,6.113576976
14690,583821,Ghost In The Shell: Stand Alone Complex: Testation,1,29,2.99,0.483333333,6.186206897
14891,584017,Ghost In The Shell: Stand Alone Complex: Trans Parent,1,29,2.99,0.483333333,6.186206897
8594,282780,Stick 'Em Up 2,11,312,2.99,0.472727273,6.325
1514,9040,Quake Mission Pack 1: Scourge of Armagon,329,9293,2.99,0.47077001,6.351296675
10228,455490,"Don't Die Dateless, Dummy!",6,168,2.99,0.466666667,6.407142857
13962,544800,Driftwatch VR,1,28,2.99,0.466666667,6.407142857
14592,438220,Castle Heist: Chapter 1,1,28,2.99,0.466666667,6.407142857
14680,583845,Ghost In The Shell: Stand Alone Complex: Stand Alone Complex,1,28,2.99,0.466666667,6.407142857
9358,450050,Yon Paradox,8,220,2.99,0.458333333,6.523636364
9104,339110,Plith,9,247,2.99,0.457407407,6.536842105
14673,584016,Ghost In The Shell: Stand Alone Complex: Red Data,1,27,2.99,0.45,6.644444444
14684,583831,Ghost In The Shell: Stand Alone Complex: Escape From,1,27,2.99,0.45,6.644444444
14691,583820,Ghost In The Shell: Stand Alone Complex: Section 09,1,27,2.99,0.45,6.644444444
15090,584007,Ghost In The Shell: Stand Alone Complex: Fake Food,1,27,2.99,0.45,6.644444444
15660,583842,Ghost In The Shell: Stand Alone Complex: Equinox,1,27,2.99,0.45,6.644444444
11845,461500,Omega Agent,3,80,2.99,0.444444444,6.7275
4666,259960,YOU DON'T KNOW JACK Vol. 3,60,1585,2.99,0.440277778,6.791167192
6692,358960,Canabalt,24,625,2.99,0.434027778,6.88896
14155,448650,GEO Master,1,26,2.99,0.433333333,6.9
14682,583835,Ghost In The Shell: Stand Alone Complex: AG20,1,26,2.99,0.433333333,6.9
14687,583824,Ghost In The Shell: Stand Alone Complex: Decoy,1,26,2.99,0.433333333,6.9
14689,583822,Ghost In The Shell: Stand Alone Complex: Android and I,1,26,2.99,0.433333333,6.9
14984,583829,Ghost In The Shell: Stand Alone Complex: Jungle Cruise,1,26,2.99,0.433333333,6.9
15153,583840,Ghost In The Shell: Stand Alone Complex: Eraser,1,26,2.99,0.433333333,6.9
15269,584018,Ghost In The Shell: Stand Alone Complex: Chain Reaction,1,26,2.99,0.433333333,6.9
15407,583841,Ghost In The Shell: Stand Alone Complex: Scandal,1,26,2.99,0.433333333,6.9
15916,584006,Ghost In The Shell: Stand Alone Complex: PU239,1,26,2.99,0.433333333,6.9
14043,583838,Ghost In The Shell: Stand Alone Complex: Captivated,1,25,2.99,0.416666667,7.176
14672,583826,Ghost In The Shell: Stand Alone Complex: Idolater,1,25,2.99,0.416666667,7.176
14686,583828,Ghost In The Shell: Stand Alone Complex: Chat! Chat! Chat!,1,25,2.99,0.416666667,7.176
15281,583839,Ghost In The Shell: Stand Alone Complex: Re-View,1,25,2.99,0.416666667,7.176
15633,583833,Ghost In The Shell: Stand Alone Complex: YE$,1,25,2.99,0.416666667,7.176
15730,584015,Ghost In The Shell: Stand Alone Complex: Another Chance,1,25,2.99,0.416666667,7.176
14085,583825,Ghost In The Shell: Stand Alone Complex: Meme,1,24,2.99,0.4,7.475
14681,583843,Ghost In The Shell: Stand Alone Complex: Annihilation,1,24,2.99,0.4,7.475
15188,583827,Ghost In The Shell: Stand Alone Complex: Missing Hearts,1,24,2.99,0.4,7.475
15424,583844,Ghost In The Shell: Stand Alone Complex: Barrage,1,24,2.99,0.4,7.475
13721,584003,Ghost In The Shell: Stand Alone Complex: Natural Enemy,1,23,2.99,0.383333333,7.8
14674,584012,Ghost In The Shell: Stand Alone Complex: Make Up,1,23,2.99,0.383333333,7.8
14676,584010,Ghost In The Shell: Stand Alone Complex: Affection,1,23,2.99,0.383333333,7.8
14677,584004,Ghost In The Shell: Stand Alone Complex: Inductance,1,23,2.99,0.383333333,7.8
15910,584005,Ghost In The Shell: Stand Alone Complex: Excavation,1,23,2.99,0.383333333,7.8
13900,584014,Ghost In The Shell: Stand Alone Complex: PAT,1,22,2.99,0.366666667,8.154545455
14281,584009,Ghost In The Shell: Stand Alone Complex: Trial,1,22,2.99,0.366666667,8.154545455
14669,618170,MIND CUBES - Inside the Twisted Gravity Puzzle,1,22,2.99,0.366666667,8.154545455
15011,584013,Ghost In The Shell: Stand Alone Complex: Poker Face,1,22,2.99,0.366666667,8.154545455
15501,584008,Ghost In The Shell: Stand Alone Complex: Ambivalence,1,22,2.99,0.366666667,8.154545455
15839,663370,The Zwuggels - Beach Holidays,1,22,2.99,0.366666667,8.154545455
1515,9030,Quake Mission Pack 2: Dissolution of Eternity,328,7211,2.99,0.366412602,8.160199695
9948,92400,B.U.T.T.O.N.,7,153,2.99,0.364285714,8.207843137
14182,411550,Island Tribe,1,21,2.99,0.35,8.542857143
14495,336700,Elastrix,1,21,2.99,0.35,8.542857143
10900,370490,ASCII Attack,5,104,2.99,0.346666667,8.625
3303,270810,Jones On Fire,113,2349,2.99,0.346460177,8.630140485
8712,328990,Koya Rift,11,226,2.99,0.342424242,8.731858407
13067,619890,Evil Glitch,2,41,2.99,0.341666667,8.751219512
4685,259980,YOU DON'T KNOW JACK Vol. 4 The Ride,60,1226,2.99,0.340555556,8.779771615
11658,583570,1-2-Swift,3,61,2.99,0.338888889,8.82295082
6121,57000,NyxQuest,30,603,2.99,0.335,8.925373134
14975,705600,ISIS Simulator,1,20,2.99,0.333333333,8.97
14999,347580,Evolution II: Fighting for Survival,1,20,2.99,0.333333333,8.97
10954,512240,Duckpocalypse,5,99,2.99,0.33,9.060606061
11277,570000,Old Friend,4,78,2.99,0.325,9.2
11820,554470,BladeShield,3,58,2.99,0.322222222,9.279310345
11152,407710,The Grand Canyon VR Experience,4,77,2.99,0.320833333,9.319480519
1490,2340,Quake II: Ground Zero,335,6313,2.99,0.314079602,9.519879613
7853,545250,Bloody Boobs,15,282,2.99,0.313333333,9.542553191
15132,375310,Mighty Switch Force! Hose It Down!,1,18,2.99,0.3,9.966666667
13323,553450,The Purge Day,2,35,2.99,0.291666667,10.25142857
3989,353560,Plug & Play,83,1369,2.99,0.274899598,10.87669832
10258,347790,Terraform,6,92,2.99,0.255555556,11.7
4549,311400,OCEAN CITY RACING: Redux,64,961,2.99,0.250260417,11.94755463
12031,431460,Midnight,3,45,2.99,0.25,11.96
12676,355910,Piloteer,2,28,2.99,0.233333333,12.81428571
6173,358840,ZombieRun,29,403,2.99,0.231609195,12.90967742
11943,639770,UNTITLED,3,40,2.99,0.222222222,13.455
14404,520380,Camper Jumper Simulator,1,13,2.99,0.216666667,13.8
11888,525350,Thick Air,3,37,2.99,0.205555556,14.54594595
1492,2330,Quake II: The Reckoning,335,4131,2.99,0.205522388,14.54829339
1866,9000,Wolfenstein 3D: Spear of Destiny,249,2938,2.99,0.19665328,15.20442478
9057,342860,Dark Quest,9,106,2.99,0.196296296,15.23207547
4097,11230,Gumboy Tournament,80,921,2.99,0.191875,15.58306189
12802,662990,Eddy Violet,2,23,2.99,0.191666667,15.6
9632,281840,4PM,8,91,2.99,0.189583333,15.77142857
5320,398210,BlackShadows,43,486,2.99,0.188372093,15.87283951
6958,281430,Clans,22,246,2.99,0.186363636,16.04390244
11779,415990,Lightbender,3,33,2.99,0.183333333,16.30909091
10153,416800,Cluck Yegger in Escape From The Planet of the Poultroid,6,64,2.99,0.177777778,16.81875
7132,386050,Proto Raider,20,211,2.99,0.175833333,17.00473934
8276,356280,Desert Law,13,131,2.99,0.167948718,17.80305344
12659,553820,DeathMetal,2,20,2.99,0.166666667,17.94
8140,405180,123 Slaughter Me Street,13,127,2.99,0.162820513,18.36377953
13369,527310,Bubble Labs VR,2,19,2.99,0.158333333,18.88421053
11046,596630,Ricochet Kills: Noir,4,36,2.99,0.15,19.93333333
13953,434790,Planet 1138,1,9,2.99,0.15,19.93333333
4699,260060,YOU DON'T KNOW JACK HEADRUSH,59,530,2.99,0.149717514,19.9709434
11269,485880,L U N E,4,33,2.99,0.1375,21.74545455
5297,263140,Postmortem: one must die (Extended Cut),44,357,2.99,0.135227273,22.11092437
3110,8690,STCC: The Game,125,981,2.99,0.1308,22.85932722
642,32390,STAR WARS™ Jedi Knight: Mysteries of the Sith™,835,6509,2.99,0.12992016,23.01413428
11662,366010,Generic Space Shooter,3,22,2.99,0.122222222,24.46363636
6386,313040,Pixel Hunter,27,195,2.99,0.12037037,24.84
8433,335890,Nanofights,12,86,2.99,0.119444444,25.03255814
14661,504100,Russian VR Coasters,1,7,2.99,0.116666667,25.62857143
9461,550180,Fiber Twig: Midnight Puzzle,8,52,2.99,0.108333333,27.6
9053,510930,Thirst,9,58,2.99,0.107407407,27.83793103
13736,400130,Freedom Poopie,1,6,2.99,0.1,29.9
7135,374010,Sherlock Holmes Consulting Detective: The Case of the Mummy’s Curse,20,118,2.99,0.098333333,30.40677966
13283,376120,Assault CorpsII,2,11,2.99,0.091666667,32.61818182
4703,259940,YOU DON'T KNOW JACK Vol. 2,59,318,2.99,0.089830508,33.28490566
11912,385470,Railroad Lines,3,16,2.99,0.088888889,33.6375
11156,670100,Mint,4,21,2.99,0.0875,34.17142857
9510,429160,Cyborg Rage,8,40,2.99,0.083333333,35.88
11311,512430,Make America Great Again,4,19,2.99,0.079166667,37.76842105
7884,438820,Hyper Box,15,71,2.99,0.078888889,37.90140845
8398,364670,Skyflower,12,53,2.99,0.073611111,40.61886792
